index,title,company,Skills,city,state,posted_date,type,salary,type,sal_min,sal_max,sal_median,origin
528,Senior Data Scientist - Geospatial,Darwin Recruitment,Data Science,Dallas,TX,3/21/2023,Full Time,$140000.00 - $180000.00 per annum,yearly,140000,180000,160000,dice.com
529,Principle Data Scientist,ADDSOURCE,"Kafka, Hadoop, ML, Docker, AI Solution",Jersey City,NJ,4/10/2023,Full Time,,,,,,dice.com
530,Senior Data Scientist - Telematics,"Capgemini America, Inc.","Telematics, Python, Snowflake, Oracle, AWS Services",Hartford,CT,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
531,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers,,Hartford,CT,4/14/2023,Full Time,"$121,700.00 - $200,800.00",yearly,121700,200800,161250,dice.com
532,Senior Data Scientist III,"Korn Ferry/RELX, Inc. RPO",Legal,,,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
533,Data Scientist - Fortune 500 Company,Motion Recruitment,,San Diego,CA,4/7/2023,Full Time,,,,,,dice.com
534,Data Scientist - Fortune 500 Company,Motion Recruitment,,Irvine ,CA,4/7/2023,Full Time,,,,,,dice.com
535,Data Scientist - Fortune 500 Company,Motion Recruitment,,Houston,TX,4/7/2023,Full Time,,,,,,dice.com
536,Data Scientist,Veear,"NLP, SQL, Tableau",Sunnyvale,CA,3/24/2023,"Contract: Corp-To-Corp, W2, Independent, 12 Month(s)",$45 - $90,yearly,45000,90000,67500,dice.com
537,Data Scientist - ML - Computer Vision,Eliassen Group,,Charlotte,NC,4/7/2023,Contract: W2,,,,,,dice.com
538,Data Scientist,Info Dinamica Inc,"ML, Image Filtering, BInary Morphology, Perspective / Affine Transformation, Edge Detection, Tracking, Regression, Unsupervised Learning, Pca",Santa Clara,CA,3/28/2023,"Contract: Independent, Corp-To-Corp, W2, 13 day((s))",,,,,,dice.com
539,Data Scientist,FirstParty,"Python, SQL",,,3/24/2023,"Contract: W2, 12 Month(s)",$70 - $90,yearly,70000,90000,80000,dice.com
540,Data Scientist - Data Analyst,Chobanian Group,"Tableau, SQL, Python",Sunnyvale,CA,4/13/2023,"Contract: W2, Independent",$80 - $90,yearly,80000,90000,85000,dice.com
541,Data Scientist,MAXAR Technologies,,Arlington,VA,3/13/2023,Full Time,,,,,,dice.com
542,Actuarial Data Scientist - Remote,Amica,,Lincoln,RI,3/28/2023,Full Time,See Job Description,,,,,dice.com
543,,,,,,,,,,,,,dice.com
544,Data Scientist,Apex Systems,,Lenexa,KS,3/14/2023,Full Time,,,,,,dice.com
545,Sr. Data Scientist,Concentrix Catalyst,Network,,,4/1/2023,Full Time,,,,,,dice.com
546,Data Scientist II,"firstPRO, Inc","SQL, R, Python",,,3/29/2023,Full Time,"$90,000 - $120,000",yearly,90000,120000,105000,dice.com
547,Data Scientist,"SystemDomain, Inc.",,Hartford,CT,3/9/2023,"Full Time, Part Time, Contract: Corp-To-Corp, Independent, W2",,,,,,dice.com
548,Data Scientist / ML/AI / Chemistry / Manufacturing,Motion Recruitment,,Los Angeles,CA,4/7/2023,Full Time,,,,,,dice.com
549,Sr Data Scientist,SHOP.COM / Market America,"Pytorch, Tensorflow, scikit-Learn, Python, SQL",,,3/27/2023,Full Time,Depends on Experience,,,,,dice.com
550,,,,,,,,,,,,,dice.com
551,Data Scientist Only on W2 - (Initially REMOTE),Xcelo Group Inc,,,,4/10/2023,"Full Time, Part Time, Contract: Corp-To-Corp, Independent, W2",,,,,,dice.com
552,,,,,,,,,,,,,dice.com
553,Senior Data Scientist (US Remote Eligible),General Mills,,Minneapolis,MN,4/4/2023,Full Time,Depends on Experience,,,,,dice.com
554,Senior Data Scientist,Eliassen Group,,Charlotte,NC,3/16/2023,Contract: W2,,,,,,dice.com
555,Data Scientist (Remote),Surya Systems,"SQL, Python",,,1/13/2023,"Contract: W2, Corp-To-Corp, 12+ Month(s)",$Market,,,,,dice.com
556,Data Scientist,AccruePartners,"Python, Domino",,,3/16/2023,Contract: W2,,,,,,dice.com
557,IT|Data Analysis - Data Scientist I,Stellar Consulting Solutions,,Santa Clara,CA,3/27/2023,"Contract: W2, Independent, Corp-To-Corp, 5 month(s)",,,,,,dice.com
558,Data Scientist/Optical Physicist - Direct Hire,Kelly,"Computer, Engineering, Python, Embedded, Developer, IT",Denver,CO,4/13/2023,Full Time,,,,,,dice.com
559,Senior Data Scientist,Infinity Consulting Solutions,"Python, SQL, Application, Modeling, Web, Consulting, ICS, Accounting",Lisle,IL,3/23/2023,Full Time,,,,,,dice.com
560,Data Scientist / ML/AI/ Chemical Engineering / Manufacturing,Motion Recruitment,,Houston,TX,4/7/2023,Full Time,,,,,,dice.com
561,Data Scientist/ Masters or PhD required,Motion Recruitment,,Salt Lake City,AZ,4/5/2023,Full Time,,,,,,dice.com
562,,,,,,,,,,,,,dice.com
563,Data Scientist,Eliassen Group,,Stamford,CT,3/2/2023,Contract: W2,,,,,,dice.com
564,Data Scientist,EKIN Solutions Inc,"ML, Hadoop Ecosystem, Spark",,,3/16/2023,Full Time,"$100,000 - $140,000",yearly,100000,140000,120000,dice.com
565,Senior Data Scientist,Centraprise Corp,Python,,,3/2/2023,"Full Time, Contract: W2",$DOE,,,,,dice.com
566,"Lead Data Scientist, Underwriting",New York Life Insurance Company,"AI, Analytical, IT, Python, SQL, Oracle, Sales, Foundation",,,3/27/2023,Full Time,,,,,,dice.com
567,Remote Data Scientist,Apex Systems,,Johnston,IA,3/10/2023,Full Time,,,,,,dice.com
568,R Developer/ Data Scientist,Quantum Vision LLC,R,Jersey City,NJ,3/30/2023,"Contract: W2, Independent, Corp-To-Corp, 12 month(s)",,,,,,dice.com
569,Data Scientist/Analyst,Software Guidance & Assistance,,San Francisco,CA,3/9/2023,"Contract: Independent, W2, Corp-To-Corp",$90.0 - $105.0,yearly,90000,105000,97500,dice.com
570,Data Scientist,Robert Half,"It, Engineering, Computer, SQL, Python, Analysis, Networks",Houston,TX,3/10/2023,"Contract: W2, Independent",$61.75 to $71.50 hourly,hourly,61.75,71.5,66.63,dice.com
571,Data Scientist - Cyber,"ConsultNet, LLC","Director, Computer, Physics, Engineering, Python, SQL, AWS",Rockville,MD,3/16/2023,Full Time,,,,,,dice.com
572,Data Scientist - TS/SCI full-scope poly,Motion Recruitment,, washington,DC,3/28/2023,Full Time,,,,,,dice.com
573,Jr. Data Scientist,Skilltune,"emass, xacta",New York,NY,3/20/2023,"Contract: W2, 14 Month(s)",$40 - $55,yearly,40000,55000,47500,dice.com
574,,,,,,,,,,,,,dice.com
575,,,,,,,,,,,,,dice.com
576,Data Analyst/Scientist (Oracle),World Wide Technology,"Data Scientist, Oracle",,,4/5/2023,"Contract: W2, 12 Month(s)",Depends on Experience,,,,,dice.com
577,"Lead Data Scientist at Reston, Virginia (Initial Remote)","KMM Technologies, Inc","Hadoop, Analytics, AWS, ML, Hive",Reston,VA,4/13/2023,"Contract: Independent, W2, Corp-To-Corp, 24",,,,,,dice.com
578,Senior Data Scientist Health and Wellness DTC Consumer Product Company,Motion Recruitment,,Watertown,MA,4/8/2023,Full Time,,,,,,dice.com
579,,,,,,,,,,,,,dice.com
580,Data Scientist 3,HII Mission Technologies,,San Antonio,TX,3/2/2023,Full Time,,,,,,dice.com
581,Data Scientist / Data Analyst,"firstPRO, Inc",R,Camden,NJ,3/22/2023,Full Time,"$80,000 - $100,000",yearly,80000,100000,90000,dice.com
582,Data Scientist - Hybrid,Benchmark IT- Technology Talent,"Data Science, Stem, AI, ML, Ds, Python, R, Matlab, Tensorflow, Tesseract, Pytorch, Keras, CI/CD, AWS, Azure, GCP, Github, Bitbucket, Google Colab, Kaggle, Communication",Greenwich,CT,2/28/2023,Full Time,Depends on Experience,,,,,dice.com
583,Adtech Data Scientist - 100% Remote in US,Motion Recruitment,,Boston,MA,4/3/2023,Full Time,,,,,,dice.com
584,Data Scientist (Hybrid Onsite 2 days a week),Xoriant Corporation,"Python, Unix, Oracle",Tampa,FL,4/5/2023,"Contract: W2, Independent, 12 Month(s)",$70 - $80,yearly,70000,80000,75000,dice.com
585,Senior Data Scientist,Infinity Consulting Solutions,"Analytical, Engineer, Computer, Research, Consulting, ICS, Accounting",Houston,TX,3/11/2023,Full Time,,,,,,dice.com
586,Data Scientist,Motion Recruitment,,San Diego ,CA,2/15/2023,Full Time,,,,,,dice.com
587,Data Scientist,Motion Recruitment,,Torrance ,CA,2/15/2023,Full Time,,,,,,dice.com
588,Data Scientist,Motion Recruitment,,Carlsbad,CA,2/15/2023,Full Time,,,,,,dice.com
589,Data Scientist,Motion Recruitment,,Irvine ,CA,2/14/2023,Full Time,,,,,,dice.com
590,Data Scientist,Motion Recruitment,,Los Angeles,CA,2/14/2023,Full Time,,,,,,dice.com
591,Data Scientist,SAIC,"Management, Systems, Python, NLP",Macdill AFB,FL,2/24/2023,Full Time,,,,,,dice.com
592,Data Scientist,AccruePartners,"It, Engineers, Engineering, Computer, Systems, Python, SQL",Fort Mill,SC,2/24/2023,Full Time,,,,,,dice.com
593,Jr. Machine Learning Data Scientist,"K2 Partnering Solutions, Inc.","Python, ML",,,3/13/2023,"Contract: W2, 6 Month(s)",$50 - $60,yearly,50000,60000,55000,dice.com
594,Data Scientist,BNY Mellon Corporation,"Analysis, Python, Java, Matlab, SQL, Foundation",Pittsburgh,PA,2/23/2023,Full Time,,,,,,dice.com
595,Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation",Lake Mary,FL,2/23/2023,Full Time,,,,,,dice.com
596,Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation",Pittsburgh,PA,2/23/2023,Full Time,,,,,,dice.com
597,Data Scientist,Apex Systems,,Bentonville,AR,2/10/2023,Full Time,,,,,,dice.com
598,MAGNet Lead (ASU) Data Scientist,State Farm,,Tempe,AZ,3/1/2023,Full Time,,,,,,dice.com
599,Data Scientist/AI/ML Engineer,Satsyil Corporation,AI,,,3/9/2023,"Contract: W2, 48 Month(s)",$80 - $90,yearly,80000,90000,85000,dice.com
600,Data Scientist,Cohesive Technologies LLC,Data Scientist,Mountain View,CA,4/14/2023,"Contract: Corp-To-Corp, Independent, W2, Long term",,,,,,dice.com
601,Data Scientist,Clearbridge Technology Group,Data Scientist,Stamford,CT,4/12/2023,"Contract: Corp-To-Corp, Independent, W2, 6 Month(s)",Depends on Experience,,,,,dice.com
602,Data Scientist,Randstad Technologies,Data Scientist,Saint Louis,MO,4/15/2023,Contract: W2,USD54 - USD64,hourly,54000,64000,59000,dice.com
603,Data Scientist,Randstad Technologies,Data Scientist,Saint Louis,MO,4/15/2023,Contract: W2,USD54 - USD64,hourly,54000,64000,59000,dice.com
604,Data Scientist,Randstad Technologies,Data Scientist,Saint Louis,MO,4/15/2023,Contract: W2,USD61 - USD81,hourly,61000,81000,71000,dice.com
605,Data Scientist,Randstad Technologies,Data Scientist,Charlotte,NC,4/12/2023,Contract: W2,USD71 - USD81,hourly,71000,81000,76000,dice.com
606,Data Scientist,Randstad Technologies,Data Scientist,Redmond,WA,4/10/2023,Contract: W2,USD39 - USD49,hourly,39000,49000,44000,dice.com
607,Data Scientist (Remote),Codeforce 360,Data Scientist,Minneapolis,MN,4/11/2023,"Contract: Corp-To-Corp, 6+ Month(s)",,,,,,dice.com
608,Data Scientist,Randstad Technologies,Data Scientist,Portland,OR,4/6/2023,Contract: W2,USD105 - USD109,hourly,105000,109000,107000,dice.com
609,Data Scientist,Ascendion Inc.,"Data Scientist, Python, R, SQL, Data Mining",Greenwood Village,CO,4/13/2023,"Contract: W2, Full-time",USD70.0000 - USD75.0000,hourly,70,75,72.5,dice.com
610,Data Scientist,E-Deft,"Claims, Healthcare",,,4/13/2023,"Contract: Corp-To-Corp, Independent, W2",,,,,,dice.com
611,Data Scientist,Phaidon International,Data Scientist,,TX,3/30/2023,Full Time,$90000 - $100000 per annum,yearly,90000,100000,95000,dice.com
612,Data Scientist,U.S. Tech Solutions Inc.,Data Science,,,4/5/2023,"Contract: W2, 4 Month(s)",Depends on Experience,,,,,dice.com
613,Data Scientist,QATOS LLC,Data Scientist,,,3/29/2023,"Contract: Corp-To-Corp, + Month(s)",,,,,,dice.com
614,Data Scientist,Cynet Systems,"Python, AI, DBMS",Los Angeles,CA,4/12/2023,Full Time,Depends on Experience,,,,,dice.com
615,Data Scientist,Cynet Systems,Data Scientist,Lawrenceville,NJ,4/12/2023,"Contract: Independent, W2, Corp-To-Corp",Depends on Experience,,,,,dice.com
616,Data Scientist,Blue Rose Technologies LLC,"Data Scientist, GCP, Google Cloud, BQ, Python",,,4/13/2023,"Contract: Independent, W2, Corp-To-Corp, 12 Month(s)",Depends on Experience,,,,,dice.com
617,Data Scientist,Decca Consulting,"Data Scientist, Excel, Power BI, Time Management, Build Models, Collaborate, Data Dictionary, Data Engineering, Data Modeling",Houston,TX,4/12/2023,"Contract: W2, 6 Month(s)",$25.33 - $25.33,hourly,25.33,25.33,25.33,dice.com
618,Data Scientist,ZEN3 INFOSOLUTIONS AMERICA INC,"Data Scientist, Power BI, SQL, Python, UX",Redmond,WA,4/12/2023,Full Time,"$80,000 - $120,000",yearly,80000,120000,100000,dice.com
619,Data Scientist,Randstad Technologies,Data Scientist,Bentonville,AR,3/28/2023,Contract: W2,USD76 - USD96,hourly,76000,96000,86000,dice.com
620,Data Scientist I,Randstad Technologies,Data Scientist I,Charlotte,NC,4/7/2023,Contract: W2,USD43 - USD53,hourly,43000,53000,48000,dice.com
621,Data Scientist,Xoriant Corporation,"Data Scientist, Unix, Python, Data Analysis",Tampa,FL,4/11/2023,"Contract: W2, 12 Month(s)",Depends on Experience,,,,,dice.com
622,Data Scientist,Mansai  Corporation,"Azure, Azure Data Factory, Azure SQL",Baltimore,MD,4/14/2023,"Contract: Corp-To-Corp, 1 Year(s)",$55 - $60,yearly,55000,60000,57500,dice.com
623,Data Scientist,Nigel Frank International,Data Scientist,Springfield,VA,3/23/2023,Full Time,$170000 - $180000 per annum,yearly,170000,180000,175000,dice.com
624,Data Scientist,LatentView Analytics Corporation,"Data Scientist, MMM, Marketing Mix Model",San Jose,CA,4/6/2023,Full Time,"$100,000 - $140,000",yearly,100000,140000,120000,dice.com
625,Data Scientist,WinMax Systems Corporation,Data Scientist,,,3/22/2023,"Contract: W2, 18 Month(s)",Depends on Experience,,,,,dice.com
626,Data Scientist,Metasys Technologies,"Data Scientist, Utility, Python, SQL, ML",,,4/5/2023,"Contract: W2, 6 Month(s)",$90 - $100,yearly,90000,100000,95000,dice.com
627,Data Scientist - Computer Vision,Henderson Scott Limited,Data Scientist - Computer Vision,,,4/8/2023,Full Time,$182545.50 - $182545.50 per annum,yearly,182545.5,182545.5,182545.5,dice.com
628,1355 Data Scientist,Experis,1355 Data Scientist,,,3/25/2023,Contract: W2,,,,,,dice.com
629,Junior Data Scientist,"Pragmatics, Inc.","Data Science, Data Analysis, Bayesian Methods",Columbia,MD,4/13/2023,Full Time,"$100,000 - $130,000",yearly,100000,130000,115000,dice.com
630,Data Scientist,"HireTalent, LLC","Data Scientist, NLP Models, AI Development, Java, Python",New York,NY,3/31/2023,"Contract: W2, 3 Month(s)",Depends on Experience,,,,,dice.com
631,Data Scientist -- Computer Vision,NR Consulting LLC,"Data Scientist, Image Filtering, BInary Morphology, Perspective / Affine Transformation",Santa Clara,CA,4/11/2023,"Contract: Corp-To-Corp, W2, 12 Month(s)",Up to $70,hourly,,70,70,dice.com
632,Data Scientist,Xoriant Corporation,"Data Scientist, SQL, Text Mining, Researching, Metadata, Quality Improvement",,,3/30/2023,"Contract: Corp-To-Corp, W2, Independent, 24 Month(s)",Depends on Experience,,,,,dice.com
633,Jr. Data Scientist,Technovert,Data Science,,,4/14/2023,"Contract: Independent, W2, 12 Month(s)",$40 - $45,yearly,40000,45000,42500,dice.com
634,Sr Data Scientist,Idexcel Inc.,"Data Scientist, Python, ML, NLP",Herndon,VA,3/31/2023,Full Time,Depends on Experience,,,,,dice.com
635,Data scientist / Machine Learning,ASCII Group LLC,"Matlab, R, SQL, Python, Data Analytics, ML",Durham,NC,4/4/2023,"Contract: W2, 12 Month(s)",$40 - $60,yearly,40000,60000,50000,dice.com
636,Data Scientist,"Engage Partners, Inc.","Data Scientist, Python, Analytical Skills, ML, Azure, AWS",New York,NY,3/28/2023,Full Time,"$150,000 - $175,000",yearly,150000,175000,162500,dice.com
637,Sr. Data Scientist--REMOTE,SA Technologies Inc,"BQ, C+, C++",,,4/14/2023,"Contract: Independent, W2, 12 Month(s)",Depends on Experience,,,,,dice.com
638,Principal Data Scientist / ML Engineer,Randstad Technologies,Principal Data Scientist / ML Engineer,Santa Ana,CA,4/7/2023,Full Time,"USD125,000 - USD218,000",yearly,125000,218000,171500,dice.com
639,Data Scientist/Computer Vision,Chabez Tech LLC,ML,Santa Clara,CA,3/28/2023,"Contract: Independent, W2, Corp-To-Corp",Depends on Experience,,,,,dice.com
640,Data Scientist,Talent Navigation Experts,Data Science,Denver,CO,4/10/2023,Full Time,"$105,000 - $160,000",yearly,105000,160000,132500,dice.com
641,Data Scientist,IT Solutions,"Data Analyst, Developer, Data Scientist, Creating Statistical or Machine Models",,,3/30/2023,"Contract: Corp-To-Corp, W2",$Open,,,,,dice.com
642,Lead Data Scientist,Atyeti,"Data Scientist, AI, Deep Learning, Python, Numpy, ML, Predictive Modelling, Spark, ETL, Team Lead",Washington D.C.,DC,4/12/2023,"Contract: Corp-To-Corp, W2, Independent, 24 Month(s)",Depends on Experience,,,,,dice.com
643,Data Scientist,Carman Solutions Group,ML,,,3/22/2023,"Contract: W2, Independent, 12 Month(s)",Up to $60,hourly,,60,60,dice.com
644,Lead Data Scientist (Part time 70%) Remote,"Esolvit, Inc.","Azure, Azure Databricks",,,4/12/2023,"Contract: Independent, Corp-To-Corp, W2, 6 Month(s)",$80 - $90,yearly,80000,90000,85000,dice.com
645,Data Scientist with AWS : Direct client (100% remote Role),"SoftHQ, Inc.",AWS,,,4/14/2023,"Contract: W2, Independent, Corp-To-Corp, 6+ month(s)",,,,,,dice.com
646,Data Scientist Advisor,"Softworld, Inc.","Data Scientist, ML, Python, Pandas, Scikit Learn, AWS, MLops, Sagemaker, AI/ML, Spark, Deep Learning, Predictive Analytics, Hadoop, SQL, NoSQL, Python",,,4/6/2023,"Contract: W2, 12 month(s)",,,,,,dice.com
647,Data Scientist Advisor,"Softworld, Inc.","Data Scientist, ML, Python, Pandas, Scikit Learn, AWS, Sagemaker, AI/ML, Spark, Deep Learning, Predictive Analytics, Hadoop, SQL, NoSQL, Python",,,4/5/2023,"Contract: W2, 12 month(s)",,,,,,dice.com
648,Mid-Level Data scientist,Smith & Associates,SQL,Houston,TX,3/24/2023,Full Time,Depends on Experience,,,,,dice.com
649,Lead Data Scientist,"ORS Partners, LLC",Big Data,Colorado Springs,CO,3/27/2023,Full Time,"$100,000 - $140,000",yearly,100000,140000,120000,dice.com
650,Data Scientist-100% Remote only W2 Allowed,Jade Biz Services,Python,,,3/28/2023,"Contract: W2, 6 month(s)",,,,,,dice.com
651,Data Scientist,"Engage Partners, Inc.",AI,New York,NY,3/27/2023,Full Time,Depends on Experience,,,,,dice.com
652,Data Scientist,Darwin Recruitment,Data Engineering,Chicago,IL,4/15/2023,Full Time,$100000.00 - $120000.00 per annum,yearly,100000,120000,110000,dice.com
653,Data Scientist,ABN TECH CORP,"Python, ML, Arima, Sarima",San Francisco,CA,4/14/2023,"Contract: Corp-To-Corp, W2, Independent, 12 Month(s)",$60 - $70,yearly,60000,70000,65000,dice.com
654,Data Scientist,"Technology Solutions Provider, Inc.","Data Science, Python",,,4/13/2023,Full Time,Depends on Experience,,,,,dice.com
655,Senior Data Scientist with Python,"Pyramid Consulting, Inc.","Data Scientist, Python, AI, ML",Irving,TX,3/16/2023,"Contract: Corp-To-Corp, W2, Independent, 30 Month(s)",$70 - $90,yearly,70000,90000,80000,dice.com
656,Data Scientist w/ MMM or MTA,Randstad Technologies,"Data Scientist ,  MMM or MTA",San Bruno,CA,3/24/2023,Contract: W2,USD60 - USD80,hourly,60000,80000,70000,dice.com
657,"Geospatial Data Scientist, Junior to Senior Level, TS SCI Clearance",EMW Staffing Solutions LLC,Geospatial,Springfield,VA,3/28/2023,Full Time,"$85,000 - $130,000",yearly,85000,130000,107500,dice.com
658,Data Scientist,Denken Solutions,"Classical ML, Statistics Structured, Performance Metrics, Data Pre-Processing, Neural or NLP, AB Testing",,WI,4/14/2023,"Contract: Corp-To-Corp, W2",USD Depends on Experience,,,,,dice.com
659,Remote Job Opportunity: Immediate need for a talented Data Analyst/ Data Scientist.,"Pyramid Consulting, Inc.",Data Analyst,,,4/6/2023,Full Time,"$100,000 - $120,000",yearly,100000,120000,110000,dice.com
660,Data Scientist,Amtex System Inc.,"Python, Java, AWS, GCP, C/C++, Data, Perl, BQ, Scientist, Vertex AI",San Jose,CA,4/13/2023,"Contract: Corp-To-Corp, 6 month(s)+",,,,,,dice.com
661,"Data Scientist, Candidates Must be local to Georgia",Taras Technology LLC,"Data Scientist, NLP, Deep Learning, Text Mining, Probabilistic, Pyspark, Java, Hadoop, Hive, Spark",Alpharetta,GA,4/14/2023,"Contract: W2, Corp-To-Corp, 8 Month(s)",$65 - $70,yearly,65000,70000,67500,dice.com
662,Data Scientist,"Zachary Piper Solutions, LLC",,McLean,VA,4/15/2023,Full Time,,,,,,dice.com
663,Lead Data Scientist,Xcelligen Systems Inc.,"Python, Postgres, Tableau, Oracle, SQL, OCR, AI, Business Intelligence, NLP, ETL, AI",,,3/20/2023,"Contract: W2, Independent, Corp-To-Corp",Depends on Experience,,,,,dice.com
664,"Data Scientist w/database technologies, including Oracle, SAP, DB2, Teradata, SQL Server, SAP HANA, MySQL 100% Remote",Zeektek,"Data Scientist, Python, Teradata, Oracle, SQL Server",,,4/14/2023,"Contract: W2, 6 Month(s)",$70 - $75,yearly,70000,75000,72500,dice.com
665,Data Scientist,Eliassen Group,,Charlotte,NC,4/13/2023,Contract: W2,,,,,,dice.com
666,"Data Scientist - Hybrid onsite (Tampa, FL)",Xoriant Corporation,"Data Science/Data Scientist, ML/ML, NLP, Oracle, Python/R, SQL, Big Data, Data Analyst",Tampa,FL,3/23/2023,"Contract: W2, 12 Month(s)",$80 - $85,yearly,80000,85000,82500,dice.com
667,"Data Scientist (Machine Learning) || Sunnyvale, CA (Onsite from Day1) || Contract",Spar Information Systems,"Python, ML",Sunnyvale,CA,4/14/2023,"Contract: W2, Corp-To-Corp, 12+ Month(s)",,,,,,dice.com
668,Staff Data Scientist,High Country Search Group,"Data Science, Phd, MLops, NLP",New York,NY,4/11/2023,Full Time,"$170,000 - $215,000",yearly,170000,215000,192500,dice.com
669,Data Scientist,Yash Solutions LLC,"Data Scientist, ML, Python, AWS, Sagemaker, Athena, Glue, SQL",Greenville,SC,2/28/2023,Contract: W2,Depends on Experience,,,,,dice.com
670,Data Scientist,Kforce Technology Staffing,,Cincinnati,OH,4/13/2023,"Contract: W2, Temp",$47 - $51 hourly,hourly,47,51,49,dice.com
671,Data Scientist,IT Concepts Inc,"Statistical Analysis, ML, ML Model, Natural Language Processing, NLP, SQL, Advanced Queries, Python, SAS, R Program, Enterprise Data, Data Manipulation, Data Visualization, Data Analytics, Tableau",Woodlawn,MD,3/2/2023,Full Time,"$100,000 - $140,000",yearly,100000,140000,120000,dice.com
672,Data Scientist,Kforce Technology Staffing,,Redmond,WA,4/11/2023,"Contract: W2, Temp",$55 - $70 hourly,hourly,55,70,62.5,dice.com
673,Data Scientist,Peterson Technology Partners,Data Mining,,,3/31/2023,"Contract: W2, Independent, Corp-To-Corp, 12 Month(s)",Depends on Experience,,,,,dice.com
674,Data Analyst- Machine Learning / Data scientist,Purple Drive Technologies LLC,"C+, Clustering, C++, D3.JS",Austin,TX,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
675,AI Data Scientist,Meridianservices LLC.,Data Scientist,Dallas,TX,2/9/2023,Full Time,Depends on Experience,,,,,dice.com
676,Data Scientist - Fulltime,CitiusTech,"Data Science, Elastic Search, Mongodb, Multivariate Testing, Predictive Analytics, Statistical Analysis, Pandas, Pig, Python, Scala, Data Modeling, ML",,,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
677,Data Scientist,Indotronix International Corp,"Analytics, Python, SQL",Portland,OR,4/4/2023,"Contract: W2, 6 Month(s)",$100 - $110,hourly,100000,110000,105000,dice.com
678,Data Scientist,CMCI,"Data Scientist, Business Objects, Cluster Analysis",,,3/6/2023,Full Time,Depends on Experience,,,,,dice.com
679,Data Scientist,Apex Systems,,Richmond,VA,4/6/2023,Full Time,,,,,,dice.com
680,Data Scientist - NLP,ADDSOURCE,"Python, SQL, Kafka, NLP",Jersey City,NJ,4/11/2023,"Contract: Corp-To-Corp, long term",,,,,,dice.com
681,Data Scientist,Motion Recruitment,,Los Angeles,CA,4/7/2023,Full Time,,,,,,dice.com
682,Sr Data Scientist,"ATR International, Inc.",,San Mateo,CA,4/14/2023,Full Time,,,,,,dice.com
683,Contract Data Scientist,ALTA IT Services,"Power BI, Tableau, Cloud Computing, Automated Pipeline Building, Data Modeling, SQL, Python",Cincinnati,OH,4/6/2023,Contract: W2,Up to $80,hourly,,80,80,dice.com
684,,,,,,,,,,,,,dice.com
685,,,,,,,,,,,,,dice.com
686,Data Scientist,Xcelo Group Inc,,Dallas,TX,4/4/2023,"Full Time, Part Time, Contract: Corp-To-Corp, W2, Independent",,,,,,dice.com
687,,,,,,,,,,,,,dice.com
688,Data Scientist,Robert Half,"Python, Computer, SQL, Mathematical",Chicago,IL,4/14/2023,Full Time,$100000.00 to $125000.00 yearly,yearly,100000,125000,112500,dice.com
689,Data Scientist,Dew Software,"Data Scientist, ML, Communication Skills, Data Architecture, Problem - Solving Skills, Python, Data Engineering",,,2/14/2023,Contract: W2,Depends on Experience,,,,,dice.com
690,,,,,,,,,,,,,dice.com
691,,,,,,,,,,,,,dice.com
692,Data Scientist 2,Kforce Technology Staffing,,Redmond,WA,4/10/2023,"Contract: W2, Temp",$40 - $52 hourly,hourly,40,52,46,dice.com
693,Data Scientist,"TSR Consulting Services, Inc.","Python, Matlab, Oracle, SQL, Consulting",Princeton,NJ,4/13/2023,"Contract: Independent, W2, Corp-To-Corp",,,,,,dice.com
694,,,,,,,,,,,,,dice.com
695,,,,,,,,,,,,,dice.com
696,Data Scientist Lead,Wipro Ltd.,,Tampa,FL,4/14/2023,Full Time,,,,,,dice.com
697,Senior Data Scientist,Eliassen Group,,Herndon,VA,4/7/2023,Contract: W2,,,,,,dice.com
698,Data Scientist,Odesus,"AI, AI, Python, R, SQL, DBMS, SAS, Stata, SPSS, Sagemaker, Tensorflow, Kafka, Spark, Hadoop",Los Angeles,CA,4/10/2023,Full Time,"$120,000 - $175,000",yearly,120000,175000,147500,dice.com
699,Lead Data Scientist,Eliassen Group,,Herndon,VA,4/7/2023,Contract: W2,,,,,,dice.com
700,Data Scientist,Jobot,,New York,NY,4/4/2023,Full Time,"$120,000 - $140,000 per year",yearly,120000,140000,130000,dice.com
701,Data Scientist II,Pax8,,Greenwood Village,CO,4/8/2023,Full Time,,,,,,dice.com
702,Data Scientist,Robert Half,"SQL, Excel, Python",Cherry Hill,NJ,4/9/2023,Full Time,$100000.00 to $120000.00 yearly,yearly,100000,120000,110000,dice.com
703,Data Scientist,Motion Recruitment,,Houston ,TX,3/29/2023,Full Time,,,,,,dice.com
704,Data Scientist,Maddisoft,,Houston,TX,3/28/2023,"Full Time, Part Time, Contract: Independent, W2, Corp-To-Corp",,,,,,dice.com
705,Senior Microbiome Data Scientist,Motion Recruitment,,,,4/13/2023,Full Time,,,,,,dice.com
706,Data Scientist,Apex Systems,,Indianapolis,IN,3/28/2023,Full Time,,,,,,dice.com
